19510101
8.90,0.68
8.27,1.76
8.32,0.55
9.63,-1.40
9.67,-0.53
9.95,0.43
11.42,0.94
10.77,2.08
10.20,2.23
8.16,1.32
9.71,1.23
8.92,2.36
9.88,2.91
12.16,4.78
12.86,4.43
13.40,3.03
14.09,2.08
13.16,1.67
14.20,1.45
14.66,1.55
14.84,1.47
11.56,1.36
9.21,2.24
6.25,0.27
7.49,-1.55
6.55,0.27
6.24,-1.36
7.48,-1.02
6.96,-1.83
7.43,-2.95
7.98,-1.77
9.58,-0.46
11.04,-0.54
7.28,0.53
9.26,0.67
6.51,1.55
5.30,-0.44
8.57,0.95
10.55,2.66
8.07,1.14
6.16,0.49
5.05,0.05
5.25,0.20
6.76,0.94
7.98,1.89
9.29,0.23
10.17,1.91
10.63,3.20
11.36,5.06
12.27,5.57
12.40,5.54
10.61,5.26
9.73,2.66
10.86,3.46
10.75,4.68
8.22,0.60
9.06,-0.70
9.84,-0.97
11.33,1.29
11.05,-0.19
12.47,-1.00
13.87,-0.17
9.19,0.03
7.34,-0.30
9.93,-0.05
8.94,1.14
6.44,0.28
7.82,0.58
10.18,2.10
10.24,3.96
11.53,4.10
10.05,4.42
11.61,1.85
14.27,5.89
17.57,10.28
16.94,10.90
15.29,7.76
14.40,6.34
17.97,7.15
19.78,6.70
21.14,7.61
22.57,7.89
19.83,7.99
16.82,4.24
18.26,3.52
18.85,5.00
15.48,7.12
14.44,5.92
12.88,3.41
13.36,0.72
16.77,1.67
16.65,3.71
16.41,3.16
18.61,3.62
20.76,6.16
21.30,7.12
20.41,7.25
17.78,4.28
19.90,4.42
17.08,5.29
13.44,2.02
15.98,1.14
20.61,3.10
22.52,5.18
23.51,7.94
23.78,8.57
21.37,10.11
22.13,9.94
20.04,9.86
17.48,8.38
14.70,6.92
14.69,6.79
14.08,5.37
12.54,7.70
15.29,6.94
16.18,8.25
16.65,9.21
17.81,8.77
16.78,5.96
15.75,7.37
17.20,8.50
17.52,5.71
15.43,5.80
15.40,4.54
14.62,6.17
13.38,6.47
12.98,5.47
14.23,5.17
10.61,4.02
10.12,0.58
13.47,2.37
15.38,4.65
16.84,4.72
18.89,5.59
19.16,5.85
21.32,6.38
23.49,8.24
22.10,8.71
20.55,5.77
18.44,9.26
21.24,10.25
23.92,10.74
26.28,11.57
25.01,12.59
23.11,11.46
17.06,8.08
16.72,8.32
19.25,7.93
18.28,9.39
16.35,7.98
17.40,7.11
20.09,7.44
23.31,8.89
20.74,12.49
21.21,10.25
21.32,10.65
22.77,11.93
20.42,12.39
20.19,9.31
22.41,9.75
26.16,11.07
29.37,13.96
31.08,15.73
33.54,17.26
34.71,18.02
34.95,18.59
33.80,18.52
32.36,16.73
29.12,15.45
30.21,13.13
31.93,15.91
29.51,18.23
26.31,14.19
25.06,10.91
27.85,11.75
27.15,11.97
28.37,11.35
30.72,13.65
32.51,15.64
33.91,16.50
33.50,16.52
32.38,18.17
31.95,17.86
31.46,17.90
28.69,17.77
30.55,15.56
31.37,16.51
30.83,17.73
30.49,17.16
32.53,16.81
31.56,17.05
29.48,15.51
30.35,14.78
30.59,15.35
29.18,16.21
28.68,15.39
30.57,15.69
32.10,16.72
32.85,18.05
33.90,19.08
34.88,18.93
34.06,18.72
31.85,16.69
31.18,16.82
30.98,15.47
32.76,16.88
35.32,18.68
37.09,20.76
37.09,22.28
33.16,19.72
30.31,16.93
29.10,16.18
29.68,15.33
26.70,14.62
29.34,13.66
30.95,14.84
31.14,15.13
28.67,15.23
28.54,13.88
28.93,14.87
27.89,15.88
27.57,13.88
30.56,14.01
32.64,15.60
32.92,17.18
33.10,15.15
32.81,16.51
33.06,15.50
33.17,15.33
34.77,16.21
34.34,16.84
30.54,16.57
27.38,14.33
29.98,14.14
31.13,16.02
31.11,16.32
28.94,13.79
28.34,13.11
29.15,12.87
28.73,13.35
27.58,13.62
26.53,13.74
26.05,12.81
28.19,12.20
30.08,13.42
32.07,14.61
34.82,16.59
34.37,17.65
32.40,16.96
31.66,17.46
29.11,16.22
24.78,13.54
23.53,13.50
25.20,13.53
25.81,14.45
25.51,14.74
25.67,13.77
27.36,12.69
28.68,13.54
28.36,13.35
27.04,13.25
26.74,11.83
27.97,12.88
28.79,13.60
25.02,15.58
22.69,15.07
22.59,12.64
22.95,13.18
22.28,12.15
23.23,9.77
23.88,10.33
24.64,10.36
25.23,10.94
20.47,11.30
16.89,9.37
19.29,9.68
21.36,11.47
22.55,10.73
23.00,10.43
23.79,10.29
23.81,11.72
21.86,12.01
21.05,9.94
21.36,10.84
19.64,11.62
18.70,9.67
17.55,8.78
18.62,7.66
19.06,7.33
18.15,6.07
18.75,6.09
17.05,6.05
15.48,5.66
16.99,6.80
15.33,6.18
12.68,2.06
12.50,0.96
13.92,0.66
13.74,1.71
14.01,4.16
15.04,6.61
15.96,6.65
13.89,8.00
14.52,6.35
15.24,3.84
15.70,3.23
15.77,4.17
13.31,4.10
14.04,6.93
13.84,7.70
13.72,8.03
12.72,7.18
10.91,6.15
10.83,4.47
11.68,5.22
13.46,6.64
11.31,5.01
12.21,3.86
13.06,3.21
14.13,3.53
14.45,5.80
12.32,6.69
10.62,5.84
10.03,3.10
13.05,4.98
13.21,5.34
15.16,6.53
13.17,5.30
12.32,5.23
11.84,3.99
13.23,4.56
14.00,6.28
13.36,4.07
12.67,2.43
11.88,1.31
11.35,1.79
11.19,1.81
11.09,0.66
11.31,1.11
10.85,0.83
10.08,0.79
10.75,-0.65
9.70,0.65
10.78,1.65
11.48,0.93
12.06,1.43
12.47,4.07
13.50,6.58
13.08,4.86
12.91,3.31
12.38,3.84
13.56,4.39
11.81,3.85
10.77,4.50
10.13,4.26
11.34,5.65
11.33,5.81
10.63,2.98
11.84,4.76
11.61,4.39
11.04,3.61
10.10,3.88
10.38,3.98
11.72,0.99
11.63,0.15
9.79,0.21
7.93,-1.21
8.68,-1.00
8.18,-1.56
7.46,-1.82
9.94,-1.02
10.35,-0.86
10.39,-1.28
9.26,-1.83
8.48,-1.69
10.41,-1.02
9.48,1.58
7.87,-0.20
8.44,-2.83
10.43,-1.72
12.76,1.99
11.15,2.36
10.03,1.04
9.78,-1.74
9.70,-1.84
7.02,-1.30
5.30,-3.22
5.02,-2.63
5.08,-1.88
5.07,-2.12
4.70,-1.48
5.07,-1.37
